id,tubeid,potid,gridid,species,burrow,crack,root,worms,voidtype,day
T18_6C-48,18,T18_6C,48,ACHMIL,0,0,0,absent,soil,64
T9_3C-103,9,T9_3C,103,ACHMIL,0,0,0,absent,soil,64
T36_12A-82,36,T36_12A,82,ACHMIL,0,0,0,absent,soil,64
T24_8E-27,24,T24_8E,27,CAMROT,0,0,0,absent,soil,64
T21_7A-26,21,T21_7A,26,ACHMIL,0,0,0,absent,soil,64
T33_11B-80,33,T33_11B,80,ACHMIL,0,0,0,absent,soil,64
T24_8A-59,24,T24_8A,59,ACHMIL,0,0,0,absent,soil,64
T6_2C-96,6,T6_2C,96,CAMROT,0,0,0,absent,soil,64
T9_3C-20,9,T9_3C,20,ACHMIL,0,0,0,absent,soil,64
T33_11D-63,33,T33_11D,63,CAMROT,0,0,0,absent,soil,64
T21_7D-86,21,T21_7D,86,ACHMIL,0,0,0,absent,soil,64
T21_7A-41,21,T21_7A,41,ACHMIL,0,0,0,absent,soil,64
T18_6C-8,18,T18_6C,8,ACHMIL,0,0,0,absent,soil,64
T18_6E-44,18,T18_6E,44,CAMROT,0,0,0,absent,soil,64
T21_7E-22,21,T21_7E,22,CAMROT,0,0,0,absent,soil,64
T9_3C-53,9,T9_3C,53,ACHMIL,0,0,0,absent,soil,64
T36_12D-110,36,T36_12D,110,CAMROT,0,0,0,absent,soil,64
T33_11D-20,33,T33_11D,20,CAMROT,0,0,0,absent,soil,64
T21_7B-110,21,T21_7B,110,CAMROT,0,0,0,absent,soil,64
T6_2A-64,6,T6_2A,64,ACHMIL,0,0,0,absent,soil,64
T6_2E-102,6,T6_2E,102,CAMROT,0,0,0,absent,soil,64
T33_11A-84,33,T33_11A,84,ACHMIL,0,0,0,absent,soil,64
T21_7B-99,21,T21_7B,99,CAMROT,0,0,0,absent,soil,64
T27_9B-17,27,T27_9B,17,ACHMIL,0,0,0,absent,soil,64
T3_1B-43,3,T3_1B,43,ACHMIL,0,0,0,absent,soil,64
T21_7A-77,21,T21_7A,77,ACHMIL,0,0,0,absent,soil,64
T33_11C-28,33,T33_11C,28,CAMROT,0,0,0,absent,soil,64
T27_9A-3,27,T27_9A,3,CAMROT,0,0,0,absent,soil,64
T27_9A-48,27,T27_9A,48,CAMROT,0,0,0,absent,soil,64
T27_9B-66,27,T27_9B,66,ACHMIL,0,0,0,absent,soil,64
T33_11D-8,33,T33_11D,8,CAMROT,0,0,0,absent,soil,64
T33_11B-23,33,T33_11B,23,ACHMIL,0,0,0,absent,soil,64
T12_4A-106,12,T12_4A,106,ACHMIL,0,0,0,absent,soil,64
T6_2A-18,6,T6_2A,18,ACHMIL,0,0,0,absent,soil,64
T27_9A-84,27,T27_9A,84,CAMROT,0,0,0,absent,soil,64
T9_3C-57,9,T9_3C,57,ACHMIL,0,0,0,absent,soil,64
T33_11D-40,33,T33_11D,40,CAMROT,0,0,0,absent,soil,64
T36_12A-63,36,T36_12A,63,ACHMIL,0,0,0,absent,soil,64
T24_8A-52,24,T24_8A,52,ACHMIL,0,0,0,absent,soil,64
T18_6E-37,18,T18_6E,37,CAMROT,0,0,0,absent,soil,64
T33_11C-29,33,T33_11C,29,CAMROT,0,0,0,absent,soil,64
T36_12A-86,36,T36_12A,86,ACHMIL,0,0,0,absent,soil,64
T33_11D-39,33,T33_11D,39,CAMROT,0,0,0,absent,soil,64
T18_6E-38,18,T18_6E,38,CAMROT,0,0,0,absent,soil,64
T33_11B-18,33,T33_11B,18,ACHMIL,0,0,0,absent,soil,64
T6_2C-78,6,T6_2C,78,CAMROT,0,0,0,absent,soil,64
T18_6C-23,18,T18_6C,23,ACHMIL,0,0,0,absent,soil,64
T33_11C-1,33,T33_11C,1,CAMROT,0,0,0,absent,soil,64
T6_2E-97,6,T6_2E,97,CAMROT,0,0,0,absent,soil,64
T24_8E-51,24,T24_8E,51,CAMROT,0,0,0,absent,soil,64
T3_1B-100,3,T3_1B,100,ACHMIL,0,0,0,absent,soil,64
T36_12A-33,36,T36_12A,33,ACHMIL,0,0,0,absent,soil,64
T36_12A-83,36,T36_12A,83,ACHMIL,0,0,0,absent,soil,64
T21_7A-70,21,T21_7A,70,ACHMIL,0,0,0,absent,soil,64
T12_4A-109,12,T12_4A,109,ACHMIL,0,0,0,absent,soil,64
T27_9A-87,27,T27_9A,87,CAMROT,0,0,0,absent,soil,64
T21_7E-89,21,T21_7E,89,CAMROT,0,0,0,absent,soil,64
T6_2C-85,6,T6_2C,85,CAMROT,0,0,0,absent,soil,64
T9_3E-1,9,T9_3E,1,CAMROT,0,0,0,absent,soil,64
T6_2C-57,6,T6_2C,57,CAMROT,0,0,0,absent,soil,64
T6_2C-54,6,T6_2C,54,CAMROT,0,0,0,absent,soil,64
T18_6E-50,18,T18_6E,50,CAMROT,0,0,0,absent,soil,64
T33_11A-42,33,T33_11A,42,ACHMIL,0,0,0,absent,soil,64
T36_12A-22,36,T36_12A,22,ACHMIL,0,0,0,absent,soil,64
T9_3E-69,9,T9_3E,69,CAMROT,0,0,0,absent,soil,64
T9_3C-69,9,T9_3C,69,ACHMIL,0,0,0,absent,soil,64
T18_6E-28,18,T18_6E,28,CAMROT,0,0,0,absent,soil,64
T18_6C-68,18,T18_6C,68,ACHMIL,0,0,0,absent,soil,64
T24_8E-24,24,T24_8E,24,CAMROT,0,0,0,absent,soil,64
T27_9A-13,27,T27_9A,13,CAMROT,0,0,0,absent,soil,64
T21_7D-106,21,T21_7D,106,ACHMIL,0,0,0,absent,soil,64
T36_12A-84,36,T36_12A,84,ACHMIL,0,0,0,absent,soil,64
T36_12D-3,36,T36_12D,3,CAMROT,0,0,0,absent,soil,64
T27_9B-75,27,T27_9B,75,ACHMIL,0,0,0,absent,soil,64
T12_4C-21,12,T12_4C,21,CAMROT,0,0,0,absent,soil,64
T33_11D-30,33,T33_11D,30,CAMROT,0,0,0,absent,soil,64
T33_11A-97,33,T33_11A,97,ACHMIL,0,0,0,absent,soil,64
T15_5D-80,15,T15_5D,80,CAMROT,0,0,0,absent,soil,64
T18_6E-77,18,T18_6E,77,CAMROT,0,0,0,absent,soil,64
T12_4A-84,12,T12_4A,84,ACHMIL,0,0,0,absent,soil,64
T18_6C-13,18,T18_6C,13,ACHMIL,0,0,0,absent,soil,64
T30_10E-25,30,T30_10E,25,CAMROT,0,0,0,absent,soil,64
T33_11C-64,33,T33_11C,64,CAMROT,0,0,0,absent,soil,64
T33_11D-46,33,T33_11D,46,CAMROT,0,0,0,absent,soil,64
T21_7E-101,21,T21_7E,101,CAMROT,0,0,0,absent,soil,64
T9_3E-72,9,T9_3E,72,CAMROT,0,0,0,absent,soil,64
T27_9A-14,27,T27_9A,14,CAMROT,0,0,0,absent,soil,64
T33_11D-18,33,T33_11D,18,CAMROT,0,0,0,absent,soil,64
T33_11C-45,33,T33_11C,45,CAMROT,0,0,0,absent,soil,64
T15_5A-43,15,T15_5A,43,ACHMIL,0,0,0,absent,soil,64
T6_2E-60,6,T6_2E,60,CAMROT,0,0,0,absent,soil,64
T9_3E-84,9,T9_3E,84,CAMROT,0,0,0,absent,soil,64
T30_10E-57,30,T30_10E,57,CAMROT,0,0,0,absent,soil,64
T18_6E-27,18,T18_6E,27,CAMROT,0,0,0,absent,soil,64
T18_6E-54,18,T18_6E,54,CAMROT,0,0,0,absent,soil,64
T27_9B-110,27,T27_9B,110,ACHMIL,0,0,0,absent,soil,64
T21_7D-37,21,T21_7D,37,ACHMIL,0,0,0,absent,soil,64
T18_6C-84,18,T18_6C,84,ACHMIL,0,0,0,absent,soil,64
T18_6E-39,18,T18_6E,39,CAMROT,0,0,0,absent,soil,64
T21_7A-46,21,T21_7A,46,ACHMIL,0,0,0,absent,soil,64
T33_11A-78,33,T33_11A,78,ACHMIL,0,0,0,absent,soil,64
T33_11B-72,33,T33_11B,72,ACHMIL,0,0,0,absent,soil,64
T33_11B-68,33,T33_11B,68,ACHMIL,0,0,0,absent,soil,64
T33_11D-100,33,T33_11D,100,CAMROT,0,0,0,absent,soil,64
T18_6C-52,18,T18_6C,52,ACHMIL,0,0,0,absent,soil,64
T24_8A-23,24,T24_8A,23,ACHMIL,0,0,0,absent,soil,64
T21_7A-15,21,T21_7A,15,ACHMIL,0,0,0,absent,soil,64
T33_11C-97,33,T33_11C,97,CAMROT,0,0,0,absent,soil,64
T36_12D-105,36,T36_12D,105,CAMROT,0,0,0,absent,soil,64
T21_7D-64,21,T21_7D,64,ACHMIL,0,0,0,absent,soil,64
T6_2E-98,6,T6_2E,98,CAMROT,0,0,0,absent,soil,64
T21_7D-19,21,T21_7D,19,ACHMIL,0,0,0,absent,soil,64
T15_5A-28,15,T15_5A,28,ACHMIL,0,0,0,absent,soil,64
T33_11C-36,33,T33_11C,36,CAMROT,0,0,0,absent,soil,64
T21_7A-69,21,T21_7A,69,ACHMIL,0,0,0,absent,soil,64
T27_9A-68,27,T27_9A,68,CAMROT,0,0,0,absent,soil,64
T9_3E-93,9,T9_3E,93,CAMROT,0,0,0,absent,soil,64
T6_2E-54,6,T6_2E,54,CAMROT,0,0,0,absent,soil,64
T27_9A-40,27,T27_9A,40,CAMROT,0,0,0,absent,soil,64
T18_6E-33,18,T18_6E,33,CAMROT,0,0,0,absent,soil,64
T33_11D-32,33,T33_11D,32,CAMROT,0,0,0,absent,soil,64
T33_11C-46,33,T33_11C,46,CAMROT,0,0,0,absent,soil,64
T21_7D-22,21,T21_7D,22,ACHMIL,0,0,0,absent,soil,64
T9_3C-45,9,T9_3C,45,ACHMIL,0,0,0,absent,soil,64
T27_9B-51,27,T27_9B,51,ACHMIL,0,0,0,absent,soil,64
T33_11C-85,33,T33_11C,85,CAMROT,0,0,0,absent,soil,64
T12_4E-53,12,T12_4E,53,CAMROT,0,0,0,absent,soil,64
T6_2E-14,6,T6_2E,14,CAMROT,0,0,0,absent,soil,64
T12_4C-11,12,T12_4C,11,CAMROT,0,0,0,absent,soil,64
T36_12A-9,36,T36_12A,9,ACHMIL,0,0,0,absent,soil,64
T18_6E-84,18,T18_6E,84,CAMROT,0,0,0,absent,soil,64
T12_4C-63,12,T12_4C,63,CAMROT,0,0,0,absent,soil,64
T27_9B-42,27,T27_9B,42,ACHMIL,0,0,0,absent,soil,64
T36_12A-39,36,T36_12A,39,ACHMIL,0,0,0,absent,soil,64
T36_12A-58,36,T36_12A,58,ACHMIL,0,0,0,absent,soil,64
T18_6C-7,18,T18_6C,7,ACHMIL,0,0,0,absent,soil,64
T12_4E-75,12,T12_4E,75,CAMROT,0,0,0,absent,soil,64
T6_2E-61,6,T6_2E,61,CAMROT,0,0,0,absent,soil,64
T21_7A-27,21,T21_7A,27,ACHMIL,0,0,0,absent,soil,64
T24_8A-67,24,T24_8A,67,ACHMIL,0,0,0,absent,soil,64
T27_9A-96,27,T27_9A,96,CAMROT,0,0,0,absent,soil,64
T21_7E-97,21,T21_7E,97,CAMROT,0,0,0,absent,soil,64
T21_7E-80,21,T21_7E,80,CAMROT,0,0,0,absent,soil,64
T33_11C-32,33,T33_11C,32,CAMROT,0,0,0,absent,soil,64
T36_12A-72,36,T36_12A,72,ACHMIL,0,0,0,absent,soil,64
T12_4A-81,12,T12_4A,81,ACHMIL,0,0,0,absent,soil,64
T18_6E-57,18,T18_6E,57,CAMROT,0,0,0,absent,soil,64
T21_7A-43,21,T21_7A,43,ACHMIL,0,0,0,absent,soil,64
T27_9A-38,27,T27_9A,38,CAMROT,0,0,0,absent,soil,64
T12_4C-24,12,T12_4C,24,CAMROT,0,0,0,absent,soil,64
T33_11B-45,33,T33_11B,45,ACHMIL,0,0,0,absent,soil,64
T27_9A-90,27,T27_9A,90,CAMROT,0,0,0,absent,soil,64
T15_5A-66,15,T15_5A,66,ACHMIL,0,0,0,absent,soil,64
T21_7D-49,21,T21_7D,49,ACHMIL,0,0,0,absent,soil,64
T21_7A-74,21,T21_7A,74,ACHMIL,0,0,0,absent,soil,64
T24_8E-39,24,T24_8E,39,CAMROT,0,0,0,absent,soil,64
T27_9B-74,27,T27_9B,74,ACHMIL,0,0,0,absent,soil,64
T24_8E-91,24,T24_8E,91,CAMROT,0,0,0,absent,soil,64
T18_6E-53,18,T18_6E,53,CAMROT,0,0,0,absent,soil,64
T21_7B-90,21,T21_7B,90,CAMROT,0,0,0,absent,soil,64
T36_12A-59,36,T36_12A,59,ACHMIL,0,0,0,absent,soil,64
T21_7B-93,21,T21_7B,93,CAMROT,0,0,0,absent,soil,64
T27_9A-78,27,T27_9A,78,CAMROT,0,0,0,absent,soil,64
T27_9B-106,27,T27_9B,106,ACHMIL,0,0,0,absent,soil,64
T18_6C-101,18,T18_6C,101,ACHMIL,0,0,0,absent,soil,64
T12_4C-9,12,T12_4C,9,CAMROT,0,0,0,absent,soil,64
T36_12A-102,36,T36_12A,102,ACHMIL,0,0,0,absent,soil,64
T18_6E-13,18,T18_6E,13,CAMROT,0,0,0,absent,soil,64
T21_7B-104,21,T21_7B,104,CAMROT,0,0,0,absent,soil,64
T21_7A-96,21,T21_7A,96,ACHMIL,0,0,0,absent,soil,64
T9_3C-40,9,T9_3C,40,ACHMIL,0,0,0,absent,soil,64
T21_7B-98,21,T21_7B,98,CAMROT,0,0,0,absent,soil,64
T3_1B-38,3,T3_1B,38,ACHMIL,0,0,0,absent,soil,64
T6_2C-21,6,T6_2C,21,CAMROT,0,0,0,absent,soil,64
T6_2E-23,6,T6_2E,23,CAMROT,0,0,0,absent,soil,64
T33_11D-33,33,T33_11D,33,CAMROT,0,0,0,absent,soil,64
T21_7A-51,21,T21_7A,51,ACHMIL,0,0,0,absent,soil,64
T36_12A-43,36,T36_12A,43,ACHMIL,0,0,0,absent,soil,64
T3_1B-39,3,T3_1B,39,ACHMIL,0,0,0,absent,soil,64
T15_5A-57,15,T15_5A,57,ACHMIL,0,0,0,absent,soil,64
T18_6C-33,18,T18_6C,33,ACHMIL,0,0,0,absent,soil,64
T30_10E-3,30,T30_10E,3,CAMROT,0,0,0,absent,soil,64
T18_6E-21,18,T18_6E,21,CAMROT,0,0,0,absent,soil,64
T33_11B-79,33,T33_11B,79,ACHMIL,0,0,0,absent,soil,64
T21_7D-91,21,T21_7D,91,ACHMIL,0,0,0,absent,soil,64
T36_12A-1,36,T36_12A,1,ACHMIL,0,0,0,absent,soil,64
T6_2E-21,6,T6_2E,21,CAMROT,0,0,0,absent,soil,64
T21_7A-75,21,T21_7A,75,ACHMIL,0,0,0,absent,soil,64
T15_5D-73,15,T15_5D,73,CAMROT,0,0,0,absent,soil,64
T24_8A-39,24,T24_8A,39,ACHMIL,0,0,0,absent,soil,64
T21_7A-48,21,T21_7A,48,ACHMIL,0,0,0,absent,soil,64
T33_11D-36,33,T33_11D,36,CAMROT,0,0,0,absent,soil,64
T15_5A-17,15,T15_5A,17,ACHMIL,0,0,0,absent,soil,64
T36_12A-53,36,T36_12A,53,ACHMIL,0,0,0,absent,soil,64
T6_2E-17,6,T6_2E,17,CAMROT,0,0,0,absent,soil,64
T21_7B-15,21,T21_7B,15,CAMROT,0,0,0,absent,soil,64
T21_7E-28,21,T21_7E,28,CAMROT,0,0,0,absent,soil,64
T33_11A-100,33,T33_11A,100,ACHMIL,0,0,0,absent,soil,64
T21_7B-78,21,T21_7B,78,CAMROT,0,0,0,absent,soil,64
T18_6E-14,18,T18_6E,14,CAMROT,0,0,0,absent,soil,64
T18_6E-60,18,T18_6E,60,CAMROT,0,0,0,absent,soil,64
T33_11A-15,33,T33_11A,15,ACHMIL,0,0,0,absent,soil,64
T33_11A-24,33,T33_11A,24,ACHMIL,0,0,0,absent,soil,64
T33_11D-38,33,T33_11D,38,CAMROT,0,0,0,absent,soil,64
T21_7B-27,21,T21_7B,27,CAMROT,0,0,0,absent,soil,64
T33_11B-64,33,T33_11B,64,ACHMIL,0,0,0,absent,soil,64
T12_4C-58,12,T12_4C,58,CAMROT,0,0,0,absent,soil,64
T33_11C-66,33,T33_11C,66,CAMROT,0,0,0,absent,soil,64
T12_4C-37,12,T12_4C,37,CAMROT,0,0,0,absent,soil,64
T33_11B-11,33,T33_11B,11,ACHMIL,0,0,0,absent,soil,64
T3_1B-86,3,T3_1B,86,ACHMIL,0,0,0,absent,soil,64
T30_10E-32,30,T30_10E,32,CAMROT,0,0,0,absent,soil,64
T6_2C-105,6,T6_2C,105,CAMROT,0,0,0,absent,soil,64
T15_5D-111,15,T15_5D,111,CAMROT,0,0,0,absent,soil,64
T33_11B-3,33,T33_11B,3,ACHMIL,0,0,0,absent,soil,64
T18_6E-102,18,T18_6E,102,CAMROT,0,0,0,absent,soil,64
T36_12A-66,36,T36_12A,66,ACHMIL,0,0,0,absent,soil,64
T21_7B-36,21,T21_7B,36,CAMROT,0,0,0,absent,soil,64
T21_7E-17,21,T21_7E,17,CAMROT,0,0,0,absent,soil,64
T30_10E-103,30,T30_10E,103,CAMROT,0,0,0,absent,soil,64
T33_11C-63,33,T33_11C,63,CAMROT,0,0,0,absent,soil,64
T33_11A-110,33,T33_11A,110,ACHMIL,0,0,0,absent,soil,64
T3_1B-73,3,T3_1B,73,ACHMIL,0,0,0,absent,soil,64
T27_9A-81,27,T27_9A,81,CAMROT,0,0,0,absent,soil,64
T3_1B-70,3,T3_1B,70,ACHMIL,0,0,0,absent,soil,64
T21_7D-67,21,T21_7D,67,ACHMIL,0,0,0,absent,soil,64
T6_2E-24,6,T6_2E,24,CAMROT,0,0,0,absent,soil,64
T12_4A-6,12,T12_4A,6,ACHMIL,0,0,0,absent,soil,64
T12_4E-41,12,T12_4E,41,CAMROT,0,0,0,absent,soil,64
T33_11C-35,33,T33_11C,35,CAMROT,0,0,0,absent,soil,64
T18_6C-9,18,T18_6C,9,ACHMIL,0,0,0,absent,soil,64
T24_8A-79,24,T24_8A,79,ACHMIL,0,0,0,absent,soil,64
T33_11C-76,33,T33_11C,76,CAMROT,0,0,0,absent,soil,64
T18_6E-34,18,T18_6E,34,CAMROT,0,0,0,absent,soil,64
T21_7E-86,21,T21_7E,86,CAMROT,0,0,0,absent,soil,64
T33_11A-34,33,T33_11A,34,ACHMIL,0,0,0,absent,soil,64
T21_7B-105,21,T21_7B,105,CAMROT,0,0,0,absent,soil,64
T18_6E-98,18,T18_6E,98,CAMROT,0,0,0,absent,soil,64
T6_2C-110,6,T6_2C,110,CAMROT,0,0,0,absent,soil,64
T21_7B-58,21,T21_7B,58,CAMROT,0,0,0,absent,soil,64
T36_12A-3,36,T36_12A,3,ACHMIL,0,0,0,absent,soil,64
T9_3C-56,9,T9_3C,56,ACHMIL,0,0,0,absent,soil,64
T18_6C-14,18,T18_6C,14,ACHMIL,0,0,0,absent,soil,64
T9_3C-4,9,T9_3C,4,ACHMIL,0,0,0,absent,soil,64
T12_4A-29,12,T12_4A,29,ACHMIL,0,0,0,absent,soil,64
T3_1B-63,3,T3_1B,63,ACHMIL,0,0,0,absent,soil,64
T18_6C-18,18,T18_6C,18,ACHMIL,0,0,0,absent,soil,64
T36_12A-81,36,T36_12A,81,ACHMIL,0,0,0,absent,soil,64
T33_11B-12,33,T33_11B,12,ACHMIL,0,0,0,absent,soil,64
T12_4C-39,12,T12_4C,39,CAMROT,0,0,0,absent,soil,64
T33_11C-34,33,T33_11C,34,CAMROT,0,0,0,absent,soil,64
T27_9A-50,27,T27_9A,50,CAMROT,0,0,0,absent,soil,64
T27_9A-25,27,T27_9A,25,CAMROT,0,0,0,absent,soil,64
T18_6E-47,18,T18_6E,47,CAMROT,0,0,0,absent,soil,64
T36_12A-64,36,T36_12A,64,ACHMIL,0,0,0,absent,soil,64
T24_8A-14,24,T24_8A,14,ACHMIL,0,0,0,absent,soil,64
T9_3E-103,9,T9_3E,103,CAMROT,0,0,0,absent,soil,64
T21_7E-16,21,T21_7E,16,CAMROT,0,0,0,absent,soil,64
T15_5A-58,15,T15_5A,58,ACHMIL,0,0,0,absent,soil,64
T6_2A-6,6,T6_2A,6,ACHMIL,0,0,0,absent,soil,64
T33_11D-42,33,T33_11D,42,CAMROT,0,0,0,absent,soil,64
T18_6E-31,18,T18_6E,31,CAMROT,0,0,0,absent,soil,64
T18_6C-4,18,T18_6C,4,ACHMIL,0,0,0,absent,soil,64
T36_12A-103,36,T36_12A,103,ACHMIL,0,0,0,absent,soil,64
T36_12A-47,36,T36_12A,47,ACHMIL,0,0,0,absent,soil,64
T15_5A-31,15,T15_5A,31,ACHMIL,0,0,0,absent,soil,64
T36_12D-13,36,T36_12D,13,CAMROT,0,0,0,absent,soil,64
T33_11C-82,33,T33_11C,82,CAMROT,0,0,0,absent,soil,64
T27_9B-26,27,T27_9B,26,ACHMIL,0,0,0,absent,soil,64
T27_9A-63,27,T27_9A,63,CAMROT,0,0,0,absent,soil,64
T15_5A-55,15,T15_5A,55,ACHMIL,0,0,0,absent,soil,64
T36_12A-111,36,T36_12A,111,ACHMIL,0,0,0,absent,soil,64
T36_12E-84,36,T36_12E,84,ACHMIL,0,0,0,absent,soil,64
T33_11C-93,33,T33_11C,93,CAMROT,0,0,0,absent,soil,64
T27_9B-1,27,T27_9B,1,ACHMIL,0,0,0,absent,soil,64
T9_3C-10,9,T9_3C,10,ACHMIL,0,0,0,absent,soil,64
T18_6E-12,18,T18_6E,12,CAMROT,0,0,0,absent,soil,64
T6_2C-84,6,T6_2C,84,CAMROT,0,0,0,absent,soil,64
T27_9A-93,27,T27_9A,93,CAMROT,0,0,0,absent,soil,64
T18_6C-93,18,T18_6C,93,ACHMIL,0,0,0,absent,soil,64
T6_2E-11,6,T6_2E,11,CAMROT,0,0,0,absent,soil,64
T15_5A-6,15,T15_5A,6,ACHMIL,0,0,0,absent,soil,64
T33_11C-61,33,T33_11C,61,CAMROT,0,0,0,absent,soil,64
T36_12E-111,36,T36_12E,111,ACHMIL,0,0,0,absent,soil,64
T3_1B-6,3,T3_1B,6,ACHMIL,0,0,0,absent,soil,64
T21_7A-84,21,T21_7A,84,ACHMIL,0,0,0,absent,soil,64
T36_12A-12,36,T36_12A,12,ACHMIL,0,0,0,absent,soil,64
T18_6E-41,18,T18_6E,41,CAMROT,0,0,0,absent,soil,64
T6_2E-39,6,T6_2E,39,CAMROT,0,0,0,absent,soil,64
T6_2A-70,6,T6_2A,70,ACHMIL,0,0,0,absent,soil,64
T21_7A-60,21,T21_7A,60,ACHMIL,0,0,0,absent,soil,64
T12_4C-88,12,T12_4C,88,CAMROT,0,0,0,absent,soil,64
T12_4C-45,12,T12_4C,45,CAMROT,0,0,0,absent,soil,64
T12_4A-111,12,T12_4A,111,ACHMIL,0,0,0,absent,soil,64
T21_7D-28,21,T21_7D,28,ACHMIL,0,0,0,absent,soil,64
T18_6E-16,18,T18_6E,16,CAMROT,0,0,0,absent,soil,64
T27_9B-4,27,T27_9B,4,ACHMIL,0,0,0,absent,soil,64
T9_3C-46,9,T9_3C,46,ACHMIL,0,0,0,absent,soil,64
T6_2A-108,6,T6_2A,108,ACHMIL,0,0,0,absent,soil,64
T21_7A-62,21,T21_7A,62,ACHMIL,0,0,0,absent,soil,64
T21_7D-70,21,T21_7D,70,ACHMIL,0,0,0,absent,soil,64
T18_6E-51,18,T18_6E,51,CAMROT,0,0,0,absent,soil,64
T33_11C-42,33,T33_11C,42,CAMROT,0,0,0,absent,soil,64
T33_11B-77,33,T33_11B,77,ACHMIL,0,0,0,absent,soil,64
T3_1B-30,3,T3_1B,30,ACHMIL,0,0,0,absent,soil,64
T3_1B-48,3,T3_1B,48,ACHMIL,0,0,0,absent,soil,64
T27_9A-23,27,T27_9A,23,CAMROT,0,0,0,absent,soil,64
T21_7D-55,21,T21_7D,55,ACHMIL,0,0,0,absent,soil,64
T27_9B-98,27,T27_9B,98,ACHMIL,0,0,0,absent,soil,64
T36_12D-43,36,T36_12D,43,CAMROT,0,0,0,absent,soil,64
T9_3C-2,9,T9_3C,2,ACHMIL,0,0,0,absent,soil,64
T12_4A-67,12,T12_4A,67,ACHMIL,0,0,0,absent,soil,64
T27_9B-10,27,T27_9B,10,ACHMIL,0,0,0,absent,soil,64
T33_11A-63,33,T33_11A,63,ACHMIL,0,0,0,absent,soil,64
T6_2E-37,6,T6_2E,37,CAMROT,0,0,0,absent,soil,64
T27_9B-33,27,T27_9B,33,ACHMIL,0,0,0,absent,soil,64
T15_5A-67,15,T15_5A,67,ACHMIL,0,0,0,absent,soil,64
T21_7A-24,21,T21_7A,24,ACHMIL,0,0,0,absent,soil,64
T36_12A-76,36,T36_12A,76,ACHMIL,0,0,0,absent,soil,64
T18_6E-66,18,T18_6E,66,CAMROT,0,0,0,absent,soil,64
T15_5A-91,15,T15_5A,91,ACHMIL,0,0,0,absent,soil,64
T21_7B-61,21,T21_7B,61,CAMROT,0,0,0,absent,soil,64
T33_11B-60,33,T33_11B,60,ACHMIL,0,0,0,absent,soil,64
T21_7E-69,21,T21_7E,69,CAMROT,0,0,0,absent,soil,64
T36_12A-88,36,T36_12A,88,ACHMIL,0,0,0,absent,soil,64
T27_9B-7,27,T27_9B,7,ACHMIL,0,0,0,absent,soil,64
T21_7D-73,21,T21_7D,73,ACHMIL,0,0,0,absent,soil,64
T12_4C-89,12,T12_4C,89,CAMROT,0,0,0,absent,soil,64
T18_6E-40,18,T18_6E,40,CAMROT,0,0,0,absent,soil,64
T33_11C-19,33,T33_11C,19,CAMROT,0,0,0,absent,soil,64
T6_2A-73,6,T6_2A,73,ACHMIL,0,0,0,absent,soil,64
T15_5A-1,15,T15_5A,1,ACHMIL,0,0,0,absent,soil,64
T12_4C-14,12,T12_4C,14,CAMROT,0,0,0,absent,soil,64
T21_7A-76,21,T21_7A,76,ACHMIL,0,0,0,absent,soil,64
T6_2C-102,6,T6_2C,102,CAMROT,0,0,0,absent,soil,64
T21_7B-108,21,T21_7B,108,CAMROT,0,0,0,absent,soil,64
T36_12A-55,36,T36_12A,55,ACHMIL,0,0,0,absent,soil,64
T27_9B-6,27,T27_9B,6,ACHMIL,0,0,0,absent,soil,64
T33_11C-95,33,T33_11C,95,CAMROT,0,0,0,absent,soil,64
T21_7A-80,21,T21_7A,80,ACHMIL,0,0,0,absent,soil,64
T18_6E-35,18,T18_6E,35,CAMROT,0,0,0,absent,soil,64
T18_6C-24,18,T18_6C,24,ACHMIL,0,0,0,absent,soil,64
T33_11C-31,33,T33_11C,31,CAMROT,0,0,0,absent,soil,64
T6_2E-111,6,T6_2E,111,CAMROT,0,0,0,absent,soil,64
T3_1B-57,3,T3_1B,57,ACHMIL,0,0,0,absent,soil,64
T6_2E-47,6,T6_2E,47,CAMROT,0,0,0,absent,soil,64
T9_3E-81,9,T9_3E,81,CAMROT,0,0,0,absent,soil,64
T6_2C-99,6,T6_2C,99,CAMROT,0,0,0,absent,soil,64
T21_7E-99,21,T21_7E,99,CAMROT,0,0,0,absent,soil,64
T18_6C-15,18,T18_6C,15,ACHMIL,0,0,0,absent,soil,64
T21_7A-105,21,T21_7A,105,ACHMIL,0,0,0,absent,soil,64
T18_6E-22,18,T18_6E,22,CAMROT,0,0,0,absent,soil,64
T9_3C-85,9,T9_3C,85,ACHMIL,0,0,0,absent,soil,64
T36_12A-101,36,T36_12A,101,ACHMIL,0,0,0,absent,soil,64
T18_6E-105,18,T18_6E,105,CAMROT,0,0,0,absent,soil,64
T36_12A-78,36,T36_12A,78,ACHMIL,0,0,0,absent,soil,64
T9_3C-34,9,T9_3C,34,ACHMIL,0,0,0,absent,soil,64
T9_3C-60,9,T9_3C,60,ACHMIL,0,0,0,absent,soil,64
T36_12A-106,36,T36_12A,106,ACHMIL,0,0,0,absent,soil,64
T30_10E-100,30,T30_10E,100,CAMROT,0,0,0,absent,soil,64
T15_5A-85,15,T15_5A,85,ACHMIL,0,0,0,absent,soil,64
T6_2A-111,6,T6_2A,111,ACHMIL,0,0,0,absent,soil,64
